,business_id,stars,RestaurantsAttire,RestaurantsGoodForGroups,DriveThru,OutdoorSeating,RestaurantsTableService,WheelchairAccessible,Smoking,ByAppointmentOnly,HappyHour,BusinessAcceptsCreditCards,BYOBCorkage,AcceptsInsurance,HasTV,BikeParking,Corkage,DogsAllowed,GoodForKids,RestaurantsTakeOut,BusinessAcceptsBitcoin,RestaurantsPriceRange2,WiFi,RestaurantsReservations,RestaurantsDelivery,NoiseLevel,Caters,CoatCheck,BYOB,AgesAllowed,Alcohol,GoodForDancing,wednesday,hipster,halal,saturday,live,brunch,no_music,soy-free,trendy,dairy-free,garage,kosher,latenight,thursday,gluten-free,intimate,classy,lot,dj,valet,karaoke,background_music,sunday,divey,romantic,breakfast,vegetarian,touristy,monday,validated,dinner,vegan,upscale,street,friday,casual,dessert,lunch,jukebox,video,tuesday
42,0lUhcajLmtq3H4h9xiiabQ,3.5,casual,True,,,,,,,,,,,True,,,,True,True,,2,,,,average,,,,,,,,False,,,,False,,,False,,,,False,,,False,False,,,,,,,False,False,False,,False,,,False,,False,,,False,False,False,,,
43,KbjdEA6SRrjrwiFBtsD93g,3.5,casual,True,,False,True,True,,False,,,,False,True,True,,,True,True,,1,free,False,True,,True,,,,none,,,False,,,,False,,,False,,True,,False,,,False,False,True,,False,,,,,False,False,,False,,True,False,,False,True,,False,False,False,,,
44,_j2EtQtgLuXGRBfbM5YwZA,3.5,casual,True,,False,True,True,,,,True,no,,False,False,,,True,True,,2,free,False,False,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,True,,True,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
45,cSSNM-c407ucUzKKHuEDGg,2.5,casual,True,,False,,,,,,,,,False,,,,True,True,,1,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,uiShreF9oKvzuqxWWxECAw,3.0,casual,True,,False,,True,,,,,,,True,True,,,True,True,,2,free,True,False,,,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,,False,False,,False,,False,True,,False,False,,True,False,True,,,
47,-R_dMb9Z1eBv_FlYZrrKbw,3.0,casual,True,,False,,,,,,True,,,,,,,True,True,,1,,,True,,False,,,,,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
48,gRbbXVCy6P4C7qqJNJH9eA,3.5,casual,True,,False,,,,,,,,,True,True,,,True,True,,2,no,True,True,quiet,False,,,,beer_and_wine,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
49,G_1M9_yX5ThAROn1zKKpQg,2.5,casual,True,,True,,,,,,True,,,False,False,,,True,True,,1,no,False,False,quiet,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
50,Gq5Hb2yr2O3_jLWY4XXcZg,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,False,,False,,,,,,,,,,False,,,,False,,,,,,,
51,nYacYMUTYhogZErC4NyLmw,3.5,casual,True,,,,,,,,,,,False,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,False,,,,,,,False,,False,,,,,,,,,,False,,,,False,,,,,,,
52,pvo-RRtvw1zBAHRzr8669w,3.0,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,qbDaSyxDfUZNheucJym2Pg,2.5,casual,True,,False,,,,,,True,,,True,False,,,True,True,,2,no,True,False,quiet,True,,,,full_bar,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
54,ZL9sk7Imc42BNRhcjgnqPw,3.5,casual,True,,False,,,,,,,,,False,False,,,True,True,,2,free,True,True,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,True,,True,False,False,,,
55,omisgpMWACc0eL6rKGjAGQ,4.0,casual,True,,,,,,,,True,,,,,,,True,True,,2,,,False,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,vTFp_0wvobpUgS5RSde13w,3.5,casual,True,,False,,,,,,,,,True,,,,True,False,,2,,True,,average,,,,,full_bar,,,,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,False,False,,False,,,,,
57,3fw2X5bZYeW9xCz_zGhOHg,3.5,casual,True,,False,,,,,,,,,False,True,,,True,True,,1,no,False,False,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
58,owV0aSgh4t_9aG56iPxGEw,2.5,casual,True,True,True,False,,,,,True,,,True,True,,,True,True,,1,free,False,False,average,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
59,HXTzxkg6cDhs168gKRFzow,4.0,casual,True,,False,,,,,,,,,True,,,,False,True,,2,no,True,False,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,False,False,,False,,,,,
60,-uSh48X89XBk5FtWAVSKBQ,3.5,casual,True,,,,,,,,,,,,,,,True,True,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,S5FTckOpSK0_Ma4c18ZEgg,3.5,casual,True,,False,True,,,,,True,no,,False,True,,,True,True,,1,no,True,False,average,True,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
62,XGX5LW0s-OpjmOpVXXYshg,2.5,casual,True,,False,True,True,,,,True,,,False,False,,False,True,True,,2,no,True,False,average,True,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,False,False,True,,,
63,UEY70uNV3BxMbxjNmg0apg,4.5,casual,True,,False,True,,,,,True,,,True,True,,,True,True,,2,,True,False,quiet,,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
64,KPtD6L5GpfbNV5stjyIK6Q,3.5,,,,False,,,,,,True,,,,,,,,True,,2,,,,,,,,,,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
65,SfP326rcU5sjwGx_dQP2RQ,3.5,casual,True,,False,,,,,,True,,,True,,,,True,True,,1,,,,average,,,,,,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
66,rDTCvOrVYN9USxyB-fNHyw,2.5,casual,True,,False,,,,,,,,,True,True,,,True,True,,2,no,True,True,average,,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,False,False,False,,,
67,5H4coiGpvG3XdnU1Nde2xQ,3.0,casual,True,,False,True,,,,,,,,False,True,,,True,True,,2,free,True,False,average,True,,,,none,,,False,,,,False,,,False,,False,,True,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
68,Oyo5CWthu2upxxaf69MfIg,3.5,casual,True,,False,,,,,,True,,,False,,,,True,True,,1,,False,False,quiet,,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
69,6s7uduX1Q1KSjOKvwxYkRA,3.5,casual,True,,False,,,,,,True,,,True,False,,,True,True,,2,no,True,False,average,False,,,,full_bar,,,False,,,,,,,False,,True,,,,,False,False,True,,True,,,,False,False,,,False,,False,,,False,False,,True,,,,,
70,Vs7gc9EE3k9wARuUcN9piA,4.5,casual,True,,False,True,,,,,True,,,True,True,,,True,True,,2,no,True,False,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
71,cIsPOxUKNf5-il9ok4__XA,3.0,casual,,,,,,,,,,,,,,,,,True,,1,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,VopuT3hjU8_OobE-ROt9HQ,3.0,,True,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,67FzueRMlcTQV3Nuep2qPw,3.0,casual,True,,False,,,,,,True,,,False,False,,,True,True,,1,no,False,True,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
74,voXpciEe4lRBco_PxOl-lg,3.5,,True,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,fnaDx7UD4MiodQlgYHDwsQ,4.0,casual,True,,False,True,,,,,True,,,False,True,,,True,True,,2,no,False,False,quiet,False,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
76,WgC0oQOo6iD856tNBjAX4g,4.0,casual,True,,False,,,,,,,,,True,False,,,True,True,,2,no,False,True,average,False,,,,full_bar,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
77,jfK-_0x_r7Qgdg2wj60iAQ,3.0,casual,,,,,,,,,True,,,,,,,,,,,,,True,quiet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,yDVedcyujtCPyuJdPp-ZGw,3.0,casual,True,,False,,,,,,,,,True,False,,,True,True,,2,free,True,False,average,True,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
79,9BBWtaSvsootDkKTVBgv_A,3.0,casual,True,,False,True,True,,,,True,,,False,True,,False,True,True,,2,no,False,False,average,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
80,0pm-hpu8Rkfa16tLjWb-GQ,3.5,casual,True,,False,True,True,,,,True,,,True,False,,,True,True,,2,free,True,True,quiet,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,True,,,
81,qxdZWoRVwf4lpI_gjAN2gA,2.5,casual,True,,False,,,,,,,,,False,True,,,True,True,,1,no,False,True,,,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
82,5XIIUcmBADuz1h8W0QztVQ,2.5,casual,True,True,True,False,,,,,True,,,False,True,,,True,True,,1,free,False,False,quiet,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
83,cjatara6LkXRu2BXD_jxlA,3.5,casual,True,,False,True,,,,,,,,True,False,,,False,True,,2,free,False,False,loud,,,,,beer_and_wine,,,True,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,,False,False,,False,,False,False,,False,False,,True,False,False,,,
84,Pejzx2YgZvywGXJo-thfnw,3.0,,True,,,,,,,,,,,,,,,,True,,1,,True,True,loud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,TTLDDEeUyOkM4JEsGkIYmw,4.0,casual,True,False,False,False,,,,,,,,False,False,,,True,True,,1,no,False,False,loud,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,,False,False,,False,,False,False,,False,False,,True,False,True,,,
86,ZUd2Bx-fidHVCf_WzJHY1Q,2.5,casual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,NR2-lpZ91nDvP5pfavhtIQ,2.5,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,3DXJ7lXJJKHPnydtX_1Mug,3.0,casual,True,,False,,,,,,,,,False,False,,,True,True,,1,no,False,False,average,False,,,,beer_and_wine,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
89,YkAIlxYZ1guSqbbowU9X4g,3.5,casual,True,,False,True,,,,,True,,,False,True,,,False,True,,3,no,True,False,average,False,,,,full_bar,,,False,,,,False,,,True,,False,,False,,,False,False,False,,False,,,,,False,False,,False,,False,True,,False,False,,False,False,False,,,
90,-oOKqZbYDt08zaWWyLZNIw,4.0,casual,True,,False,,,,,,True,,,False,True,,,True,True,,1,no,False,True,quiet,True,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,True,,,
91,KCUXBVsozj6f0qB7USZngQ,3.0,casual,False,,False,,,,,,,,,False,,,,True,True,,2,no,False,True,quiet,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,False,,,,,
92,6Bmq3b91hqTwMFn5cpPWzQ,4.0,casual,True,,False,,,,,,,,,True,True,,,True,True,,1,no,False,False,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,,False,,,False,,False,,,False,False,,False,,,,,
93,PgaHjsWV3whvHF1CHU1rZg,3.5,casual,True,,True,,,,,,True,,,True,True,,,True,True,,2,free,True,False,average,True,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,True,,False,False,,True,False,False,,,
94,q7aNYIUEkmisLTE3qBPRog,2.5,casual,True,,True,,,,,,True,,,False,True,,,True,True,,1,no,False,False,average,True,,,,none,,,False,,,,,,,False,,False,,,,,False,False,False,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
95,j1QfFrTE22PAak7rzD8OoQ,3.5,casual,True,,False,,,,,,,,,True,False,,,True,True,,1,no,False,False,quiet,,,,,none,,,False,,,,False,,,False,,,,False,,,False,False,,,,,,,False,False,False,,False,,,False,,False,,,False,False,False,,,
96,lSxAQR1FeSljX9zeVJTEWA,3.5,casual,True,,False,,,,,,True,,,True,,,,True,True,,1,no,,True,quiet,True,,,,none,,,,,,,,,,,,False,,,,,,,True,,False,,,,,,,,,,False,,,,False,,,,,,,
97,d0_yLkH7u16tlcvvU-zIxw,3.0,casual,True,,False,,,,,,True,,,True,False,,,True,True,,2,no,False,False,quiet,False,,,,none,,,False,,,,False,,,False,,False,,False,,,False,False,True,,False,,,,False,False,False,,False,,False,False,,False,False,,True,False,False,,,
98,VxwcmqZ56tzPr7ZbLxlhTw,3.0,casual,True,,False,,,,,,True,,,False,True,,,True,True,,1,no,False,False,average,False,,,,none,,,False,,,,,,,False,,False,,,,,False,False,True,,False,,,,False,False,,,False,,False,,,False,False,,True,,,,,
99,hRbUkwU9awUan32CD-mdHA,3.0,casual,True,,False,True,,,,,,,,True,True,,,True,True,,2,free,True,False,loud,False,,,,beer_and_wine,,,False,,,,True,,,False,,False,,False,,,False,True,True,,False,,,,False,False,False,,False,,False,True,,False,False,,False,False,True,,,
100,q4QuS-MaVSXbIFkUZlxZ9g,3.0,casual,True,,False,,,,,,True,,,True,True,,,True,True,,2,no,True,,average,,,,,full_bar,,,False,,,,False,,,False,,False,,False,,,False,False,False,,False,,,,False,False,False,,False,,False,True,,False,False,,False,False,True,,,
